accession	TF	annotationSource	description	#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species
ENCFF599VCO	CG12768	directAnnotation	gene is directly annotated	ENCFF599VCO	ENCFF599VCO	ENCFF599VCO	chip	2.0	CG12768	0	None	None	1	None	None
ENCFF453HKD	Jra	directAnnotation	gene is directly annotated	ENCFF453HKD	ENCFF453HKD	ENCFF453HKD	chip	2.0	Jra	0	None	None	1	None	None
ENCFF387EEJ	Jra	directAnnotation	gene is directly annotated	ENCFF387EEJ	ENCFF387EEJ	ENCFF387EEJ	chip	2.0	Jra	0	None	None	1	None	None
ENCFF215IGK	Jra	directAnnotation	gene is directly annotated	ENCFF215IGK	ENCFF215IGK	ENCFF215IGK	chip	2.0	Jra	0	None	None	1	None	None
ENCFF819JPX	CG4854	directAnnotation	gene is directly annotated	ENCFF819JPX	ENCFF819JPX	ENCFF819JPX	chip	2.0	CG4854	0	None	None	1	None	None
ENCFF728NAZ	CG4854	directAnnotation	gene is directly annotated	ENCFF728NAZ	ENCFF728NAZ	ENCFF728NAZ	chip	2.0	CG4854	0	None	None	1	None	None
ENCFF087LRP	CG4854	directAnnotation	gene is directly annotated	ENCFF087LRP	ENCFF087LRP	ENCFF087LRP	chip	2.0	CG4854	0	None	None	1	None	None
ENCFF537NSX	CG4854	directAnnotation	gene is directly annotated	ENCFF537NSX	ENCFF537NSX	ENCFF537NSX	chip	2.0	CG4854	0	None	None	1	None	None
ENCFF818QWP	CG4854	directAnnotation	gene is directly annotated	ENCFF818QWP	ENCFF818QWP	ENCFF818QWP	chip	2.0	CG4854	0	None	None	1	None	None
ENCFF499LTS	CG4854	directAnnotation	gene is directly annotated	ENCFF499LTS	ENCFF499LTS	ENCFF499LTS	chip	2.0	CG4854	0	None	None	1	None	None
ENCFF114CNR	ss	directAnnotation	gene is directly annotated	ENCFF114CNR	ENCFF114CNR	ENCFF114CNR	chip	2.0	ss	0	None	None	1	None	None
ENCFF006FAF	ss	directAnnotation	gene is directly annotated	ENCFF006FAF	ENCFF006FAF	ENCFF006FAF	chip	2.0	ss	0	None	None	1	None	None
ENCFF607BQI	ss	directAnnotation	gene is directly annotated	ENCFF607BQI	ENCFF607BQI	ENCFF607BQI	chip	2.0	ss	0	None	None	1	None	None
ENCFF907MWG	ATbp	directAnnotation	gene is directly annotated	ENCFF907MWG	ENCFF907MWG	ENCFF907MWG	chip	2.0	ATbp	0	None	None	1	None	None
ENCFF715VIP	ATbp	directAnnotation	gene is directly annotated	ENCFF715VIP	ENCFF715VIP	ENCFF715VIP	chip	2.0	ATbp	0	None	None	1	None	None
ENCFF861ODO	ATbp	directAnnotation	gene is directly annotated	ENCFF861ODO	ENCFF861ODO	ENCFF861ODO	chip	2.0	ATbp	0	None	None	1	None	None
ENCFF964USK	Smox	directAnnotation	gene is directly annotated	ENCFF964USK	ENCFF964USK	ENCFF964USK	chip	2.0	Smox	0	None	None	1	None	None
ENCFF463OGY	Smox	directAnnotation	gene is directly annotated	ENCFF463OGY	ENCFF463OGY	ENCFF463OGY	chip	2.0	Smox	0	None	None	1	None	None
ENCFF815XYL	Smox	directAnnotation	gene is directly annotated	ENCFF815XYL	ENCFF815XYL	ENCFF815XYL	chip	2.0	Smox	0	None	None	1	None	None
ENCFF345JIY	Smox	directAnnotation	gene is directly annotated	ENCFF345JIY	ENCFF345JIY	ENCFF345JIY	chip	2.0	Smox	0	None	None	1	None	None
ENCFF608KMK	Dp	directAnnotation	gene is directly annotated	ENCFF608KMK	ENCFF608KMK	ENCFF608KMK	chip	2.0	Dp	0	None	None	1	None	None
ENCFF866OBU	Dp	directAnnotation	gene is directly annotated	ENCFF866OBU	ENCFF866OBU	ENCFF866OBU	chip	2.0	Dp	0	None	None	1	None	None
ENCFF661GHB	Dp	directAnnotation	gene is directly annotated	ENCFF661GHB	ENCFF661GHB	ENCFF661GHB	chip	2.0	Dp	0	None	None	1	None	None
ENCFF198FLU	achi	directAnnotation	gene is directly annotated	ENCFF198FLU	ENCFF198FLU	ENCFF198FLU	chip	2.0	achi	0	None	None	1	None	None
ENCFF888JPG	achi	directAnnotation	gene is directly annotated	ENCFF888JPG	ENCFF888JPG	ENCFF888JPG	chip	2.0	achi	0	None	None	1	None	None
ENCFF223OBB	achi	directAnnotation	gene is directly annotated	ENCFF223OBB	ENCFF223OBB	ENCFF223OBB	chip	2.0	achi	0	None	None	1	None	None
ENCFF669KSS	achi	directAnnotation	gene is directly annotated	ENCFF669KSS	ENCFF669KSS	ENCFF669KSS	chip	2.0	achi	0	None	None	1	None	None
ENCFF980BRG	CG33017	directAnnotation	gene is directly annotated	ENCFF980BRG	ENCFF980BRG	ENCFF980BRG	chip	2.0	CG33017	0	None	None	1	None	None
ENCFF918JVO	CG33017	directAnnotation	gene is directly annotated	ENCFF918JVO	ENCFF918JVO	ENCFF918JVO	chip	2.0	CG33017	0	None	None	1	None	None
ENCFF263ULG	CG33017	directAnnotation	gene is directly annotated	ENCFF263ULG	ENCFF263ULG	ENCFF263ULG	chip	2.0	CG33017	0	None	None	1	None	None
ENCFF289VPV	tup	directAnnotation	gene is directly annotated	ENCFF289VPV	ENCFF289VPV	ENCFF289VPV	chip	2.0	tup	0	None	None	1	None	None
ENCFF683NPJ	tup	directAnnotation	gene is directly annotated	ENCFF683NPJ	ENCFF683NPJ	ENCFF683NPJ	chip	2.0	tup	0	None	None	1	None	None
ENCFF346ODL	tup	directAnnotation	gene is directly annotated	ENCFF346ODL	ENCFF346ODL	ENCFF346ODL	chip	2.0	tup	0	None	None	1	None	None
ENCFF287CLL	CG15601	directAnnotation	gene is directly annotated	ENCFF287CLL	ENCFF287CLL	ENCFF287CLL	chip	2.0	CG15601	0	None	None	1	None	None
ENCFF998WNS	CG15601	directAnnotation	gene is directly annotated	ENCFF998WNS	ENCFF998WNS	ENCFF998WNS	chip	2.0	CG15601	0	None	None	1	None	None
ENCFF430BVI	CG15601	directAnnotation	gene is directly annotated	ENCFF430BVI	ENCFF430BVI	ENCFF430BVI	chip	2.0	CG15601	0	None	None	1	None	None
ENCFF294AFH	CG15601	directAnnotation	gene is directly annotated	ENCFF294AFH	ENCFF294AFH	ENCFF294AFH	chip	2.0	CG15601	0	None	None	1	None	None
ENCFF986PXG	Oli	directAnnotation	gene is directly annotated	ENCFF986PXG	ENCFF986PXG	ENCFF986PXG	chip	2.0	Oli	0	None	None	1	None	None
ENCFF615MRW	Oli	directAnnotation	gene is directly annotated	ENCFF615MRW	ENCFF615MRW	ENCFF615MRW	chip	2.0	Oli	0	None	None	1	None	None
ENCFF584UUG	Oli	directAnnotation	gene is directly annotated	ENCFF584UUG	ENCFF584UUG	ENCFF584UUG	chip	2.0	Oli	0	None	None	1	None	None
ENCFF648TSR	Vsx2	directAnnotation	gene is directly annotated	ENCFF648TSR	ENCFF648TSR	ENCFF648TSR	chip	2.0	Vsx2	0	None	None	1	None	None
ENCFF069GJF	Vsx2	directAnnotation	gene is directly annotated	ENCFF069GJF	ENCFF069GJF	ENCFF069GJF	chip	2.0	Vsx2	0	None	None	1	None	None
ENCFF340ENS	Vsx2	directAnnotation	gene is directly annotated	ENCFF340ENS	ENCFF340ENS	ENCFF340ENS	chip	2.0	Vsx2	0	None	None	1	None	None
ENCFF525OUB	CG2678	directAnnotation	gene is directly annotated	ENCFF525OUB	ENCFF525OUB	ENCFF525OUB	chip	2.0	CG2678	0	None	None	1	None	None
ENCFF005BZY	CG2678	directAnnotation	gene is directly annotated	ENCFF005BZY	ENCFF005BZY	ENCFF005BZY	chip	2.0	CG2678	0	None	None	1	None	None
ENCFF206YIS	CG2678	directAnnotation	gene is directly annotated	ENCFF206YIS	ENCFF206YIS	ENCFF206YIS	chip	2.0	CG2678	0	None	None	1	None	None
ENCFF205LCE	CG2678	directAnnotation	gene is directly annotated	ENCFF205LCE	ENCFF205LCE	ENCFF205LCE	chip	2.0	CG2678	0	None	None	1	None	None
ENCFF185OWQ	Met	directAnnotation	gene is directly annotated	ENCFF185OWQ	ENCFF185OWQ	ENCFF185OWQ	chip	2.0	Met	0	None	None	1	None	None
ENCFF880OEO	Met	directAnnotation	gene is directly annotated	ENCFF880OEO	ENCFF880OEO	ENCFF880OEO	chip	2.0	Met	0	None	None	1	None	None
ENCFF564TXI	Met	directAnnotation	gene is directly annotated	ENCFF564TXI	ENCFF564TXI	ENCFF564TXI	chip	2.0	Met	0	None	None	1	None	None
ENCFF840MOP	Met	directAnnotation	gene is directly annotated	ENCFF840MOP	ENCFF840MOP	ENCFF840MOP	chip	2.0	Met	0	None	None	1	None	None
ENCFF197CFV	l(3)neo38	directAnnotation	gene is directly annotated	ENCFF197CFV	ENCFF197CFV	ENCFF197CFV	chip	2.0	l(3)neo38	0	None	None	1	None	None
ENCFF057YJO	l(3)neo38	directAnnotation	gene is directly annotated	ENCFF057YJO	ENCFF057YJO	ENCFF057YJO	chip	2.0	l(3)neo38	0	None	None	1	None	None
ENCFF837JHF	l(3)neo38	directAnnotation	gene is directly annotated	ENCFF837JHF	ENCFF837JHF	ENCFF837JHF	chip	2.0	l(3)neo38	0	None	None	1	None	None
ENCFF564WYH	Neu2	directAnnotation	gene is directly annotated	ENCFF564WYH	ENCFF564WYH	ENCFF564WYH	chip	2.0	Neu2	0	None	None	1	None	None
ENCFF912QFR	Neu2	directAnnotation	gene is directly annotated	ENCFF912QFR	ENCFF912QFR	ENCFF912QFR	chip	2.0	Neu2	0	None	None	1	None	None
ENCFF280ZRC	Neu2	directAnnotation	gene is directly annotated	ENCFF280ZRC	ENCFF280ZRC	ENCFF280ZRC	chip	2.0	Neu2	0	None	None	1	None	None
ENCFF260JJE	Neu2	directAnnotation	gene is directly annotated	ENCFF260JJE	ENCFF260JJE	ENCFF260JJE	chip	2.0	Neu2	0	None	None	1	None	None
ENCFF479BEY	CG13204	directAnnotation	gene is directly annotated	ENCFF479BEY	ENCFF479BEY	ENCFF479BEY	chip	2.0	CG13204	0	None	None	1	None	None
ENCFF712WEJ	CG13204	directAnnotation	gene is directly annotated	ENCFF712WEJ	ENCFF712WEJ	ENCFF712WEJ	chip	2.0	CG13204	0	None	None	1	None	None
ENCFF244PRC	CG13204	directAnnotation	gene is directly annotated	ENCFF244PRC	ENCFF244PRC	ENCFF244PRC	chip	2.0	CG13204	0	None	None	1	None	None
ENCFF215HKG	Rel	directAnnotation	gene is directly annotated	ENCFF215HKG	ENCFF215HKG	ENCFF215HKG	chip	2.0	Rel	0	None	None	1	None	None
ENCFF505DXS	Rel	directAnnotation	gene is directly annotated	ENCFF505DXS	ENCFF505DXS	ENCFF505DXS	chip	2.0	Rel	0	None	None	1	None	None
ENCFF992AOK	Rel	directAnnotation	gene is directly annotated	ENCFF992AOK	ENCFF992AOK	ENCFF992AOK	chip	2.0	Rel	0	None	None	1	None	None
ENCFF688KLH	pita	directAnnotation	gene is directly annotated	ENCFF688KLH	ENCFF688KLH	ENCFF688KLH	chip	2.0	pita	0	None	None	1	None	None
ENCFF366WEO	pita	directAnnotation	gene is directly annotated	ENCFF366WEO	ENCFF366WEO	ENCFF366WEO	chip	2.0	pita	0	None	None	1	None	None
ENCFF459AIU	pita	directAnnotation	gene is directly annotated	ENCFF459AIU	ENCFF459AIU	ENCFF459AIU	chip	2.0	pita	0	None	None	1	None	None
ENCFF702MPT	CG10979	directAnnotation	gene is directly annotated	ENCFF702MPT	ENCFF702MPT	ENCFF702MPT	chip	2.0	CG10979	0	None	None	1	None	None
ENCFF468OYJ	CG10979	directAnnotation	gene is directly annotated	ENCFF468OYJ	ENCFF468OYJ	ENCFF468OYJ	chip	2.0	CG10979	0	None	None	1	None	None
ENCFF361PDK	CG10979	directAnnotation	gene is directly annotated	ENCFF361PDK	ENCFF361PDK	ENCFF361PDK	chip	2.0	CG10979	0	None	None	1	None	None
ENCFF965ZST	Myc	directAnnotation	gene is directly annotated	ENCFF965ZST	ENCFF965ZST	ENCFF965ZST	chip	2.0	Myc	0	None	None	1	None	None
ENCFF297TSW	Myc	directAnnotation	gene is directly annotated	ENCFF297TSW	ENCFF297TSW	ENCFF297TSW	chip	2.0	Myc	0	None	None	1	None	None
ENCFF533YIN	Myc	directAnnotation	gene is directly annotated	ENCFF533YIN	ENCFF533YIN	ENCFF533YIN	chip	2.0	Myc	0	None	None	1	None	None
ENCFF829HXS	Myc	directAnnotation	gene is directly annotated	ENCFF829HXS	ENCFF829HXS	ENCFF829HXS	chip	2.0	Myc	0	None	None	1	None	None
ENCFF944XQR	FoxP	directAnnotation	gene is directly annotated	ENCFF944XQR	ENCFF944XQR	ENCFF944XQR	chip	2.0	FoxP	0	None	None	1	None	None
ENCFF879PCZ	FoxP	directAnnotation	gene is directly annotated	ENCFF879PCZ	ENCFF879PCZ	ENCFF879PCZ	chip	2.0	FoxP	0	None	None	1	None	None
ENCFF711FMQ	FoxP	directAnnotation	gene is directly annotated	ENCFF711FMQ	ENCFF711FMQ	ENCFF711FMQ	chip	2.0	FoxP	0	None	None	1	None	None
ENCFF191CXX	FoxP	directAnnotation	gene is directly annotated	ENCFF191CXX	ENCFF191CXX	ENCFF191CXX	chip	2.0	FoxP	0	None	None	1	None	None
ENCFF287JJQ	CG15073	directAnnotation	gene is directly annotated	ENCFF287JJQ	ENCFF287JJQ	ENCFF287JJQ	chip	2.0	CG15073	0	None	None	1	None	None
ENCFF525AXK	CG15073	directAnnotation	gene is directly annotated	ENCFF525AXK	ENCFF525AXK	ENCFF525AXK	chip	2.0	CG15073	0	None	None	1	None	None
ENCFF253IZE	CG15073	directAnnotation	gene is directly annotated	ENCFF253IZE	ENCFF253IZE	ENCFF253IZE	chip	2.0	CG15073	0	None	None	1	None	None
ENCFF838LKP	ab	directAnnotation	gene is directly annotated	ENCFF838LKP	ENCFF838LKP	ENCFF838LKP	chip	2.0	ab	0	None	None	1	None	None
ENCFF312QAK	ab	directAnnotation	gene is directly annotated	ENCFF312QAK	ENCFF312QAK	ENCFF312QAK	chip	2.0	ab	0	None	None	1	None	None
ENCFF746BQA	ab	directAnnotation	gene is directly annotated	ENCFF746BQA	ENCFF746BQA	ENCFF746BQA	chip	2.0	ab	0	None	None	1	None	None
ENCFF988VKI	E(spl)m8-HLH	directAnnotation	gene is directly annotated	ENCFF988VKI	ENCFF988VKI	ENCFF988VKI	chip	2.0	E(spl)m8-HLH	0	None	None	1	None	None
ENCFF225CBD	E(spl)m8-HLH	directAnnotation	gene is directly annotated	ENCFF225CBD	ENCFF225CBD	ENCFF225CBD	chip	2.0	E(spl)m8-HLH	0	None	None	1	None	None
ENCFF750AQB	E(spl)m8-HLH	directAnnotation	gene is directly annotated	ENCFF750AQB	ENCFF750AQB	ENCFF750AQB	chip	2.0	E(spl)m8-HLH	0	None	None	1	None	None
ENCFF998OTE	stwl	directAnnotation	gene is directly annotated	ENCFF998OTE	ENCFF998OTE	ENCFF998OTE	chip	2.0	stwl	0	None	None	1	None	None
ENCFF711XFM	stwl	directAnnotation	gene is directly annotated	ENCFF711XFM	ENCFF711XFM	ENCFF711XFM	chip	2.0	stwl	0	None	None	1	None	None
ENCFF186NPJ	stwl	directAnnotation	gene is directly annotated	ENCFF186NPJ	ENCFF186NPJ	ENCFF186NPJ	chip	2.0	stwl	0	None	None	1	None	None
ENCFF627NBF	stwl	directAnnotation	gene is directly annotated	ENCFF627NBF	ENCFF627NBF	ENCFF627NBF	chip	2.0	stwl	0	None	None	1	None	None
ENCFF851KDT	lola	directAnnotation	gene is directly annotated	ENCFF851KDT	ENCFF851KDT	ENCFF851KDT	chip	2.0	lola	0	None	None	1	None	None
ENCFF784GVB	lola	directAnnotation	gene is directly annotated	ENCFF784GVB	ENCFF784GVB	ENCFF784GVB	chip	2.0	lola	0	None	None	1	None	None
ENCFF682LJP	lola	directAnnotation	gene is directly annotated	ENCFF682LJP	ENCFF682LJP	ENCFF682LJP	chip	2.0	lola	0	None	None	1	None	None
ENCFF965HYM	CTPsyn,CG45071	directAnnotation	gene is directly annotated	ENCFF965HYM	ENCFF965HYM	ENCFF965HYM	chip	2.0	CTPsyn,CG45071	0	None	None	1	None	None
ENCFF167FQH	CTPsyn,CG45071	directAnnotation	gene is directly annotated	ENCFF167FQH	ENCFF167FQH	ENCFF167FQH	chip	2.0	CTPsyn,CG45071	0	None	None	1	None	None
ENCFF237ICF	CTPsyn,CG45071	directAnnotation	gene is directly annotated	ENCFF237ICF	ENCFF237ICF	ENCFF237ICF	chip	2.0	CTPsyn,CG45071	0	None	None	1	None	None
ENCFF870KRC	CTPsyn,CG45071	directAnnotation	gene is directly annotated	ENCFF870KRC	ENCFF870KRC	ENCFF870KRC	chip	2.0	CTPsyn,CG45071	0	None	None	1	None	None
ENCFF306EIL	br	directAnnotation	gene is directly annotated	ENCFF306EIL	ENCFF306EIL	ENCFF306EIL	chip	2.0	br	0	None	None	1	None	None
ENCFF572TMJ	br	directAnnotation	gene is directly annotated	ENCFF572TMJ	ENCFF572TMJ	ENCFF572TMJ	chip	2.0	br	0	None	None	1	None	None
ENCFF876RTD	br	directAnnotation	gene is directly annotated	ENCFF876RTD	ENCFF876RTD	ENCFF876RTD	chip	2.0	br	0	None	None	1	None	None
ENCFF127MTX	br	directAnnotation	gene is directly annotated	ENCFF127MTX	ENCFF127MTX	ENCFF127MTX	chip	2.0	br	0	None	None	1	None	None
ENCFF028PMX	CG1647	directAnnotation	gene is directly annotated	ENCFF028PMX	ENCFF028PMX	ENCFF028PMX	chip	2.0	CG1647	0	None	None	1	None	None
ENCFF041AQG	CG1647	directAnnotation	gene is directly annotated	ENCFF041AQG	ENCFF041AQG	ENCFF041AQG	chip	2.0	CG1647	0	None	None	1	None	None
ENCFF876SDY	CG1647	directAnnotation	gene is directly annotated	ENCFF876SDY	ENCFF876SDY	ENCFF876SDY	chip	2.0	CG1647	0	None	None	1	None	None
ENCFF693TWW	CG1647	directAnnotation	gene is directly annotated	ENCFF693TWW	ENCFF693TWW	ENCFF693TWW	chip	2.0	CG1647	0	None	None	1	None	None
ENCFF041AVG	wek	directAnnotation	gene is directly annotated	ENCFF041AVG	ENCFF041AVG	ENCFF041AVG	chip	2.0	wek	0	None	None	1	None	None
ENCFF090QKT	wek	directAnnotation	gene is directly annotated	ENCFF090QKT	ENCFF090QKT	ENCFF090QKT	chip	2.0	wek	0	None	None	1	None	None
ENCFF528SVN	wek	directAnnotation	gene is directly annotated	ENCFF528SVN	ENCFF528SVN	ENCFF528SVN	chip	2.0	wek	0	None	None	1	None	None
ENCFF807PSW	wek	directAnnotation	gene is directly annotated	ENCFF807PSW	ENCFF807PSW	ENCFF807PSW	chip	2.0	wek	0	None	None	1	None	None
ENCFF722UMU	Hr78	directAnnotation	gene is directly annotated	ENCFF722UMU	ENCFF722UMU	ENCFF722UMU	chip	2.0	Hr78	0	None	None	1	None	None
ENCFF268UYR	Hr78	directAnnotation	gene is directly annotated	ENCFF268UYR	ENCFF268UYR	ENCFF268UYR	chip	2.0	Hr78	0	None	None	1	None	None
ENCFF535ENB	Hr78	directAnnotation	gene is directly annotated	ENCFF535ENB	ENCFF535ENB	ENCFF535ENB	chip	2.0	Hr78	0	None	None	1	None	None
ENCFF707CAS	Mabi	directAnnotation	gene is directly annotated	ENCFF707CAS	ENCFF707CAS	ENCFF707CAS	chip	2.0	Mabi	0	None	None	1	None	None
ENCFF480FVZ	Mabi	directAnnotation	gene is directly annotated	ENCFF480FVZ	ENCFF480FVZ	ENCFF480FVZ	chip	2.0	Mabi	0	None	None	1	None	None
ENCFF202PWP	Mabi	directAnnotation	gene is directly annotated	ENCFF202PWP	ENCFF202PWP	ENCFF202PWP	chip	2.0	Mabi	0	None	None	1	None	None
ENCFF537VRK	Mabi	directAnnotation	gene is directly annotated	ENCFF537VRK	ENCFF537VRK	ENCFF537VRK	chip	2.0	Mabi	0	None	None	1	None	None
ENCFF006ORU	CG1620	directAnnotation	gene is directly annotated	ENCFF006ORU	ENCFF006ORU	ENCFF006ORU	chip	2.0	CG1620	0	None	None	1	None	None
ENCFF340VKE	CG1620	directAnnotation	gene is directly annotated	ENCFF340VKE	ENCFF340VKE	ENCFF340VKE	chip	2.0	CG1620	0	None	None	1	None	None
ENCFF854IWQ	CG1620	directAnnotation	gene is directly annotated	ENCFF854IWQ	ENCFF854IWQ	ENCFF854IWQ	chip	2.0	CG1620	0	None	None	1	None	None
ENCFF192UZG	CG43347	directAnnotation	gene is directly annotated	ENCFF192UZG	ENCFF192UZG	ENCFF192UZG	chip	2.0	CG43347	0	None	None	1	None	None
ENCFF508BKT	CG43347	directAnnotation	gene is directly annotated	ENCFF508BKT	ENCFF508BKT	ENCFF508BKT	chip	2.0	CG43347	0	None	None	1	None	None
ENCFF862QXS	CG43347	directAnnotation	gene is directly annotated	ENCFF862QXS	ENCFF862QXS	ENCFF862QXS	chip	2.0	CG43347	0	None	None	1	None	None
ENCFF010XAC	Sox102F	directAnnotation	gene is directly annotated	ENCFF010XAC	ENCFF010XAC	ENCFF010XAC	chip	2.0	Sox102F	0	None	None	1	None	None
ENCFF363YED	Sox102F	directAnnotation	gene is directly annotated	ENCFF363YED	ENCFF363YED	ENCFF363YED	chip	2.0	Sox102F	0	None	None	1	None	None
ENCFF507COI	Sox102F	directAnnotation	gene is directly annotated	ENCFF507COI	ENCFF507COI	ENCFF507COI	chip	2.0	Sox102F	0	None	None	1	None	None
ENCFF591AZH	CG8388	directAnnotation	gene is directly annotated	ENCFF591AZH	ENCFF591AZH	ENCFF591AZH	chip	2.0	CG8388	0	None	None	1	None	None
ENCFF736ASI	CG8388	directAnnotation	gene is directly annotated	ENCFF736ASI	ENCFF736ASI	ENCFF736ASI	chip	2.0	CG8388	0	None	None	1	None	None
ENCFF954WAU	CG8388	directAnnotation	gene is directly annotated	ENCFF954WAU	ENCFF954WAU	ENCFF954WAU	chip	2.0	CG8388	0	None	None	1	None	None
ENCFF629ATW	schlank	directAnnotation	gene is directly annotated	ENCFF629ATW	ENCFF629ATW	ENCFF629ATW	chip	2.0	schlank	0	None	None	1	None	None
ENCFF906PVY	schlank	directAnnotation	gene is directly annotated	ENCFF906PVY	ENCFF906PVY	ENCFF906PVY	chip	2.0	schlank	0	None	None	1	None	None
ENCFF219XBS	schlank	directAnnotation	gene is directly annotated	ENCFF219XBS	ENCFF219XBS	ENCFF219XBS	chip	2.0	schlank	0	None	None	1	None	None
ENCFF083KUU	sens	directAnnotation	gene is directly annotated	ENCFF083KUU	ENCFF083KUU	ENCFF083KUU	chip	2.0	sens	0	None	None	1	None	None
ENCFF505SSD	sens	directAnnotation	gene is directly annotated	ENCFF505SSD	ENCFF505SSD	ENCFF505SSD	chip	2.0	sens	0	None	None	1	None	None
ENCFF991HLP	sens	directAnnotation	gene is directly annotated	ENCFF991HLP	ENCFF991HLP	ENCFF991HLP	chip	2.0	sens	0	None	None	1	None	None
ENCFF464GOV	sens	directAnnotation	gene is directly annotated	ENCFF464GOV	ENCFF464GOV	ENCFF464GOV	chip	2.0	sens	0	None	None	1	None	None
ENCFF120ZCI	sens	directAnnotation	gene is directly annotated	ENCFF120ZCI	ENCFF120ZCI	ENCFF120ZCI	chip	2.0	sens	0	None	None	1	None	None
ENCFF977BBW	sens	directAnnotation	gene is directly annotated	ENCFF977BBW	ENCFF977BBW	ENCFF977BBW	chip	2.0	sens	0	None	None	1	None	None
ENCFF331ZKR	sens	directAnnotation	gene is directly annotated	ENCFF331ZKR	ENCFF331ZKR	ENCFF331ZKR	chip	2.0	sens	0	None	None	1	None	None
ENCFF377CPD	sens	directAnnotation	gene is directly annotated	ENCFF377CPD	ENCFF377CPD	ENCFF377CPD	chip	2.0	sens	0	None	None	1	None	None
ENCFF657RRN	Sry-delta	directAnnotation	gene is directly annotated	ENCFF657RRN	ENCFF657RRN	ENCFF657RRN	chip	2.0	Sry-delta	0	None	None	1	None	None
ENCFF258KOA	Sry-delta	directAnnotation	gene is directly annotated	ENCFF258KOA	ENCFF258KOA	ENCFF258KOA	chip	2.0	Sry-delta	0	None	None	1	None	None
ENCFF802BTJ	Sry-delta	directAnnotation	gene is directly annotated	ENCFF802BTJ	ENCFF802BTJ	ENCFF802BTJ	chip	2.0	Sry-delta	0	None	None	1	None	None
ENCFF967VSL	fd3F	directAnnotation	gene is directly annotated	ENCFF967VSL	ENCFF967VSL	ENCFF967VSL	chip	2.0	fd3F	0	None	None	1	None	None
ENCFF360TJC	fd3F	directAnnotation	gene is directly annotated	ENCFF360TJC	ENCFF360TJC	ENCFF360TJC	chip	2.0	fd3F	0	None	None	1	None	None
ENCFF720XIR	fd3F	directAnnotation	gene is directly annotated	ENCFF720XIR	ENCFF720XIR	ENCFF720XIR	chip	2.0	fd3F	0	None	None	1	None	None
ENCFF656IEW	CG7271	directAnnotation	gene is directly annotated	ENCFF656IEW	ENCFF656IEW	ENCFF656IEW	chip	2.0	CG7271	0	None	None	1	None	None
ENCFF053BSW	CG7271	directAnnotation	gene is directly annotated	ENCFF053BSW	ENCFF053BSW	ENCFF053BSW	chip	2.0	CG7271	0	None	None	1	None	None
ENCFF277VMU	CG7271	directAnnotation	gene is directly annotated	ENCFF277VMU	ENCFF277VMU	ENCFF277VMU	chip	2.0	CG7271	0	None	None	1	None	None
ENCFF504LMF	Sox15	directAnnotation	gene is directly annotated	ENCFF504LMF	ENCFF504LMF	ENCFF504LMF	chip	2.0	Sox15	0	None	None	1	None	None
ENCFF315IEA	Sox15	directAnnotation	gene is directly annotated	ENCFF315IEA	ENCFF315IEA	ENCFF315IEA	chip	2.0	Sox15	0	None	None	1	None	None
ENCFF962HJO	Sox15	directAnnotation	gene is directly annotated	ENCFF962HJO	ENCFF962HJO	ENCFF962HJO	chip	2.0	Sox15	0	None	None	1	None	None
ENCFF921ZAS	Sox15	directAnnotation	gene is directly annotated	ENCFF921ZAS	ENCFF921ZAS	ENCFF921ZAS	chip	2.0	Sox15	0	None	None	1	None	None
ENCFF067SBX	CG2875	directAnnotation	gene is directly annotated	ENCFF067SBX	ENCFF067SBX	ENCFF067SBX	chip	2.0	CG2875	0	None	None	1	None	None
ENCFF181ERJ	CG2875	directAnnotation	gene is directly annotated	ENCFF181ERJ	ENCFF181ERJ	ENCFF181ERJ	chip	2.0	CG2875	0	None	None	1	None	None
ENCFF272EOH	CG2875	directAnnotation	gene is directly annotated	ENCFF272EOH	ENCFF272EOH	ENCFF272EOH	chip	2.0	CG2875	0	None	None	1	None	None
ENCFF660FYU	lz	directAnnotation	gene is directly annotated	ENCFF660FYU	ENCFF660FYU	ENCFF660FYU	chip	2.0	lz	0	None	None	1	None	None
ENCFF253RUO	lz	directAnnotation	gene is directly annotated	ENCFF253RUO	ENCFF253RUO	ENCFF253RUO	chip	2.0	lz	0	None	None	1	None	None
ENCFF409GXX	lz	directAnnotation	gene is directly annotated	ENCFF409GXX	ENCFF409GXX	ENCFF409GXX	chip	2.0	lz	0	None	None	1	None	None
ENCFF349JQM	lz	directAnnotation	gene is directly annotated	ENCFF349JQM	ENCFF349JQM	ENCFF349JQM	chip	2.0	lz	0	None	None	1	None	None
ENCFF086UZD	NfI	directAnnotation	gene is directly annotated	ENCFF086UZD	ENCFF086UZD	ENCFF086UZD	chip	2.0	NfI	0	None	None	1	None	None
ENCFF023YAJ	NfI	directAnnotation	gene is directly annotated	ENCFF023YAJ	ENCFF023YAJ	ENCFF023YAJ	chip	2.0	NfI	0	None	None	1	None	None
ENCFF113GAD	NfI	directAnnotation	gene is directly annotated	ENCFF113GAD	ENCFF113GAD	ENCFF113GAD	chip	2.0	NfI	0	None	None	1	None	None
